IMO號,IMO轉,,船東,船東轉,,實際進港日,實際出港日,停留天數,,,編號,港口,編號轉
,,,,,,20220327,20220327,0,,,,,
,,,,,,20220327,20220327,0,,,,,
,,,,,,20220327,20220327,0,,,,,
,,,,,,20220327,20220327,0,,,,,
,,,,,,20220327,20220327,0,,,,,
,,,,,,20220328,20220331,3,,,,,
,,,,,,20220328,20220330,2,,,,,
,,,,,,20220328,20220329,1,,,,,
,,,,,,20220328,20220329,1,,,,,
,,,,,,20220328,20220329,1,,,,,
,,,,,,20220328,20220329,1,,,,,
,,,,,,20220328,20220329,1,,,,,
,,,,,,20220328,20220329,1,,,,,
,,,,,,20220328,20220329,1,,,,,
,,,,,,20220328,20220329,1,,,,,
,,,,,,20220328,20220329,1,,,,,
,,,,,,20220328,20220329,1,,,,,
,,,,,,20220328,20220329,1,,,,,
,,,,,,20220328,20220329,1,,,,,
,,,,,,20220328,20220328,0,,,,,
,,,,,,20220328,20220328,0,,,,,
,,,,,,20220328,20220328,0,,,,,
,,,,,,20220328,20220328,0,,,,,
,,,,,,20220328,20220328,0,,,,,
,,,,,,20220329,20220331,2,,,,,
,,,,,,20220329,20220331,2,,,,,
,,,,,,20220329,20220330,1,,,,,
,,,,,,20220329,20220330,1,,,,,
,,,,,,20220329,20220330,1,,,,,
,,,,,,20220329,20220330,1,,,,,
,,,,,,20220329,20220330,1,,,,,
,,,,,,20220329,20220329,0,,,,,
,,,,,,20220329,20220329,0,,,,,
,,,,,,20220329,20220329,0,,,,,
,,,,,,20220329,20220329,0,,,,,
,,,,,,20220329,20220329,0,,,,,
,,,,,,20220330,20220331,1,,,,,
,,,,,,20220330,20220331,1,,,,,
,,,,,,20220330,20220331,1,,,,,
,,,,,,20220330,20220331,1,,,,,
,,,,,,20220330,20220331,1,,,,,
,,,,,,20220330,20220331,1,,,,,
,,,,,,20220330,20220330,0,,,,,
,,,,,,20220330,20220330,0,,,,,
,,,,,,20220330,20220330,0,,,,,
,,,,,,20220330,20220330,0,,,,,
,,,,,,20220330,20220330,0,,,,,
,,,,,,20220331,20220331,0,,,,,
,,,,,,20220331,20220331,0,,,,,
,,,,,,20220331,20220331,0,,,,,
,,,,,,20220331,20220331,0,,,,,
