船舶呼號,英文名稱,中文名稱,IMO號,MMSI號,船東,船籍港,船種,船舶國籍,危險品,航線,出發港,目的港,實際進港日,實際進港時間,實際出港日,實際出港時間
BVGT8,JING FENG 6,景豐6,9662095,413697360,"XIAMEN JINGFENG SHIPPING CO.,LTD.",廈門五通,雜貨船,中國大陸,易燃固體,兩岸直航航線,Other Port of CHINA‧中國其他港口,Other Port of CHINA‧中國其他港口,20200909,23:51:00,20200910,6:58:00
V7ML2,MR LEO,里歐,9442720,538002867,MR LEO LIMITED,馬朱羅,油化船,馬紹爾群島,易燃液體,,Other Port of HONG KONG‧香港其他港口,Other Port of HONG KONG‧香港其他港口,20200902,22:18:00,20200904,22:31:00
3EPM8,PRINCESS TOPAZ,圖珮茲,9833230,370645000,S.E. SEA SHIPPING S.A.,巴拿馬城,油化船,巴拿馬,有毒(毒性)物質,兩岸直航航線,Humen‧廣東虎門,Other Port of VIET NAM‧越南其他港口,20200904,11:40:00,20200906,4:55:00
LAFM7,FINNANGER,芬蘭,9387712,257405000,WESTFAL-LARSEN &amp; CO AS,卑爾根,油化船,挪威,有毒(毒性)物質,兩岸直航航線,Al Fujayrah‧富加瑞(富查伊拉),Singapore‧新加坡,20200903,4:20:00,20200905,19:57:00
DSEN2,NOAH HANA,諾納,9152569,440204000,"HANA MARINE CO.,LTD.",濟州,油化船,韓國,有毒(毒性)物質,,"Other Port of KOREA,REPUBLIC OF‧韓國其他港口","Other Port of KOREA,REPUBLIC OF‧韓國其他港口",20200902,22:31:00,20200903,16:38:00
VREL7,SC AURORA,歐娜,9158331,477136500,"SC AURORA SHIPPING CO., LIMITED",香港,油化船,香港,有毒(毒性)物質,兩岸直航航線,Other Port of CHINA‧中國其他港口,Quanzhou‧福建泉州,20200905,14:58:00,20200906,13:17:00
BKWX5,SHENG JIE 1,晟捷1,9633719,413445550,ZHEJIANG SHINE RAISE MARINE CO.LTD.,浙江舟山(ZOS),雜貨船,中國大陸,易燃固體,兩岸直航航線,Other Port of CHINA‧中國其他港口,Other Port of CHINA‧中國其他港口,20200906,22:51:00,20200907,11:53:00
VREK7,SCSC LUCK,長運,9530163,477682300,SCSC LUCK SHIPPING COMPANY LIMITED,香港,雜貨船,香港,易燃固體,兩岸直航航線,Other Port of CHINA‧中國其他港口,Other Port of CHINA‧中國其他港口,20200905,20:45:00,20200906,22:31:00
9HA4954,APANEMO,阿帕尼莫,9448164,215089000,GALAN SHIPPING LIMITED,馬爾他(瓦萊塔),油輪,馬爾他,易燃液體,,Other Port of UNITED ARABEMIRATES‧阿拉伯聯合大公國其他港口,Singapore‧新加坡,20200901,7:16:00,20200903,16:18:00
HO8563,FUSION ENERGY,富順,9259329,354840000,FUSION TRADE CO.,巴拿馬城,油輪,巴拿馬,易燃液體,,Other Port of PHILIPPINES‧菲律賓其他港口,Other Port of PHILIPPINES‧菲律賓其他港口,20200830,1:51:00,20200901,8:29:00
A8EN8,FORMOSABULK BRAVE,台塑勇輝輪,9222730,636012293,BRAVE ONE MARTINE S.A.,蒙羅維亞,散裝船,賴比瑞亞,易燃固體,,Other Port of AUSTRALIA‧澳大利亞其他港口,Other Port of AUSTRALIA‧澳大利亞其他港口,20200903,22:33:00,20200908,7:53:00
HZFC,NCC REEM,瑞恩,9459034,403528001,NATIONAL CHEMICAL CARRIERS CO. LTD.,Ad Dammam,化學液體船,沙烏地阿拉伯,有毒(毒性)物質,兩岸直航航線,Other Port of BAHRAIN‧巴林其他港口,Singapore‧新加坡,20200904,12:30:00,20200906,21:02:00
3WIT9,VP ASPHALT 2,威柏2,9616395,574001760,VP PETROCHEMICAL TRANSPORT JOINT STOCK COMAPNY,海防,油輪,越南,有毒(毒性)物質,,Other Port of VIET NAM‧越南其他港口,Other Port of VIET NAM‧越南其他港口,20200901,23:18:00,20200902,16:23:00
VRJD6,FS DILIGENCE,勤勞輪,9532159,477108400,SIMOSA SHIPPING COMPANY LIMITED,香港,油輪,香港,易燃液體,,Other Port of QATAR‧卡達其他港口,Singapore‧新加坡,20200831,6:10:00,20200901,6:35:00
VRSC7,DH CONCORD,鼎衡和諧,9813058,477231800,"HK CONCORD SHIPPING CO., LIMITED",香港,油化船,香港,易燃液體,兩岸直航航線,Other Port of CHINA‧中國其他港口,Other Port of CHINA‧中國其他港口,20200907,16:53:00,20200908,17:46:00
VRJJ4,DING HENG 2,鼎衡2,9454474,538090321,BLOSSOM SHIPPING COMPANY LIMITED,香港,化學液體船,香港,有毒(毒性)物質,兩岸直航航線,Other Port of CHINA‧中國其他港口,Other Port of CHINA‧中國其他港口,20200831,10:09:00,20200901,10:31:00
VRCT5,SC TIANJIN,天津輪,9378333,477797300,"SC DANDONG SHIPPING CO., LTD.",香港,油化船,香港,有毒(毒性)物質,兩岸直航航線,Other Port of CHINA‧中國其他港口,Other Port of CHINA‧中國其他港口,20200902,18:08:00,20200903,23:36:00
DSPR5,GOLDEN HANA,金漢,9473664,441428000,"HANA MARINE CO., LTD.",濟州,油化船,韓國,有毒(毒性)物質,,"Other Port of KOREA,REPUBLIC OF‧韓國其他港口","Other Port of KOREA,REPUBLIC OF‧韓國其他港口",20200831,18:05:00,20200901,22:28:00
BIBX7,CAI HONG NV SHEN,彩虹女神,9224398,412522940,上海君正船務有限公司,上海,油化船,中國大陸,有毒(毒性)物質,兩岸直航航線,Other Port of CHINA‧中國其他港口,Other Port of CHINA‧中國其他港口,20200829,19:15:00,20200901,12:29:00
DSMB2,DAESAN CHEMI,大山化學,9303273,440020000,"SUNWOO TANKER CO., LTD.",濟州,油化船,韓國,有毒(毒性)物質,兩岸直航航線,"Other Port of KOREA,REPUBLIC OF‧韓國其他港口",Other Port of THAILAND‧泰國其他港口,20200901,2:07:00,20200902,0:30:00
VRJF5,SC SHANGHAI,上海,9352054,477346700,"SC LAUREN SHIPPING CO., LIMITED",香港,油化船,香港,有毒(毒性)物質,兩岸直航航線,Other Port of CHINA‧中國其他港口,Other Port of CHINA‧中國其他港口,20200830,2:50:00,20200902,17:48:00
A8QN6,FPMC C HONOR,台塑譽善,9337195,636013971,FORMOSA HONOR MARINE CORP,蒙羅維亞,油輪,賴比瑞亞,易燃液體,,Other Port of SAUDI ARABIA‧沙烏地阿拉伯其他港口,Other Port of SAUDI ARABIA‧沙烏地阿拉伯其他港口,20200903,2:37:00,20200905,3:07:00
7JOW,GRANDE SOLARIS,索拉利,9254769,432926000,"NIPPON YUSEN KABUSHIKI KAISHA/ASAHI SHIPPING CO.,LTD.",Toshima/Tokyo,散裝船,日本,易燃固體,,Other Port of MEXICO‧墨西哥其他港口,Other Port of MEXICO‧墨西哥其他港口,20200902,1:18:00,20200913,10:55:00
BKTB4,TONG MAO 5,同茂5,9532422,413425610,浙江永航海運有限公司,浙江舟山(ZOS),雜貨船,中國大陸,有毒(毒性)物質,兩岸直航航線,Other Port of CHINA‧中國其他港口,Other Port of CHINA‧中國其他港口,20200831,18:59:00,20200902,10:34:00
3FVJ6,AM PORT CARTIER,卡地亞,9546801,354124000,DIAMOND CARTIER S.A.,巴拿馬城,散裝船,巴拿馬,易燃固體,,Other Port of AUSTRALIA‧澳大利亞其他港口,Other Port of AUSTRALIA‧澳大利亞其他港口,20200901,0:59:00,20200906,23:50:00
HPGJ,ARGENT SUNRISE,日升,9392377,370738000,MOL CHEMICAL TANKERS PTE. LTD.,巴拿馬城,油化船,巴拿馬,有毒(毒性)物質,兩岸直航航線,Other Port of UNITED STATES‧美國其他港口,"Vancouver, WA‧溫哥華",20200902,11:19:00,20200904,11:21:00
BIBB6,DING HENG 1,鼎衡1,9412165,413370020,民生金融租賃股份有限公司,上海,化學液體船,中國大陸,有毒(毒性)物質,兩岸直航航線,Other Port of CHINA‧中國其他港口,Other Port of CHINA‧中國其他港口,20200902,15:00:00,20200904,0:34:00
BNIP,FORMOSA ELEVEN,臺塑11號,9163283,416472000,台塑海運股份有限公司,基隆港,化學液體船,台灣，中華民國,有毒(毒性)物質,兩岸直航航線,Other Port of CHINA‧中國其他港口,Other Port of CHINA‧中國其他港口,20200830,3:47:00,20200903,0:08:00
A8XJ3,FPMC C KNIGHT,爵善,9419967,636014907,FPMC KNIGHT MARINE CORP,蒙羅維亞,油輪,賴比瑞亞,易燃液體,,Other Port of KUWAIT‧科威特其他港口,Other Port of SAUDI ARABIA‧沙烏地阿拉伯其他港口,20200831,0:23:00,20200902,19:41:00
BKWV5,FENG FAN 27,豐帆27,9626297,413444420,"ZHOUSHAN FENGFAN OCEAN SHIPPING CO., LTD",浙江舟山(ZOS),油化船,中國大陸,有毒(毒性)物質,兩岸直航航線,Other Port of CHINA‧中國其他港口,Other Port of CHINA‧中國其他港口,20200831,16:31:00,20200902,10:51:00
BIBX6,WEN ZHU,文竹,9342059,413520360,上海君正船務有限公司,上海,油化船,中國大陸,有毒(毒性)物質,兩岸直航航線,Other Port of CHINA‧中國其他港口,Other Port of CHINA‧中國其他港口,20200905,20:11:00,20200906,3:42:00
BR3387,MAILIAO NO.1502,麥寮1502號,,416003906,麥寮工業區專用港管理股份有限公司,高雄港,拖船兼消防,台灣，中華民國,無危險品,,Kaohsiung Harbor‧高雄港,Keelung (Chilung)‧基隆港,20190830,7:15:00,20200929,22:12:00
,SIAN DE NO.2,現得2號,,,烱霖企業股份有限公司,高雄港,運輸駁船,台灣，中華民國,無危險品,,Other Port of TAIWAN‧中華民國其他港口,Penghu Jiang Jiyuen Port．澎湖將軍漁港,20200929,13:10:00,20200930,3:10:00
BR4179,DA LONG NO.16,大龍16號,,,烱霖企業股份有限公司,澎湖港馬公碼頭區,拖船,台灣，中華民國,無危險品,,Other Port of TAIWAN‧中華民國其他港口,Penghu Jiang Jiyuen Port．澎湖將軍漁港,20200929,13:10:00,20200930,3:10:00
BR3556,SAM BO II,山寶2號,,416004514,海盛航運股份有限公司,高雄港,雜貨船,台灣，中華民國,無危險品,,PU TAI‧布袋,PU TAI‧布袋,20200930,19:16:00,20200930,6:55:00
BR4124,RIKULAU,雲豹,9838149,416005693,百麗航運股份有限公司,基隆港,高速客船,台灣，中華民國,無危險品,,PU TAI‧布袋,PU TAI‧布袋,20200930,3:30:00,20200930,8:20:00
BKTC6,HE YANG,和洋,9179476,,舟山和丰船務有限公司,浙江舟山(ZOS),全貨櫃船,中國大陸,雜項危險物質,兩岸直航航線,Shanghai‧上海,Shanghai‧上海,20200930,7:30:00,20200930,14:20:00
BR3431,SAM BO LUN,山寶輪,,416004093,海盛航運股份有限公司,高雄港,雜貨船,台灣，中華民國,無危險品,,Lung-men．龍門尖山碼頭區,Lung-men．龍門尖山碼頭區,20200928,8:21:00,20200928,14:47:00
VROK2,DERYOUNG SUNNYSKY,德洋向晴,9760914,,DERYOUNG MARITIME (H.K.) COMPANY LIMITED,香港,雜貨船,香港,無危險品,,WuTong‧廈門五通,Manila‧馬尼拉,20200930,2:23:00,20200930,10:45:00
BR2060,JIN XING,金星,,416000096,金東洋海上遊樂股份有限公司,高雄港,客船,台灣，中華民國,無危險品,,Makung 3rd Port‧馬公第三漁港,PU TAI‧布袋,20200930,6:00:00,20200930,7:15:00
BR2175,KAI SHIUAN NO.3,凱旋3號,,416174800,凱旋海運股份有限公司,高雄港,客船,台灣，中華民國,無危險品,,PU TAI‧布袋,PU TAI‧布袋,20200930,3:10:00,20200930,7:55:00
BR2175,KAI SHIUAN NO.3,凱旋3號,,416174800,凱旋海運股份有限公司,高雄港,客船,台灣，中華民國,無危險品,,PU TAI‧布袋,PU TAI‧布袋,20200929,3:18:00,20200929,7:44:00
BR3431,SAM BO LUN,山寶輪,,416004093,海盛航運股份有限公司,高雄港,雜貨船,台灣，中華民國,無危險品,,PU TAI‧布袋,PU TAI‧布袋,20200929,17:48:00,20200929,6:04:00
BIBQ,TONGYEA NO.7,同曄7號,9254288,416250800,同曄興業股份有限公司,高雄港,油品船,台灣，中華民國,無危險品,,Kaohsiung Harbor‧高雄港,Mai-liao‧麥寮,20200929,1:13:00,20200929,13:26:00
BR4164,Shin Hwa NO.2,新華2號,,416005824,新華航業股份有限公司,高雄港,雜貨船,台灣，中華民國,無危險品,,Lung-men．龍門尖山碼頭區,Lung-men．龍門尖山碼頭區,20200930,5:03:00,20200930,10:19:00
BR4164,Shin Hwa NO.2,新華2號,,416005824,新華航業股份有限公司,高雄港,雜貨船,台灣，中華民國,無危險品,,Lung-men．龍門尖山碼頭區,Lung-men．龍門尖山碼頭區,20200929,9:20:00,20200929,13:00:00
BR4164,Shin Hwa NO.2,新華2號,,416005824,新華航業股份有限公司,高雄港,雜貨船,台灣，中華民國,無危險品,,Lung-men．龍門尖山碼頭區,Lung-men．龍門尖山碼頭區,20200928,9:03:00,20200928,12:21:00
BR4124,RIKULAU,雲豹,9838149,416005693,百麗航運股份有限公司,基隆港,高速客船,台灣，中華民國,無危險品,,PU TAI‧布袋,Makung‧澎湖馬公碼頭區,20200929,9:23:00,20200930,2:28:00
BR4124,RIKULAU,雲豹,9838149,416005693,百麗航運股份有限公司,基隆港,高速客船,台灣，中華民國,無危險品,,PU TAI‧布袋,PU TAI‧布袋,20200929,3:10:00,20200929,8:15:00
BR4164,Shin Hwa NO.2,新華2號,,416005824,新華航業股份有限公司,高雄港,雜貨船,台灣，中華民國,無危險品,,PU TAI‧布袋,PU TAI‧布袋,20200929,15:51:00,20200930,2:06:00
C6ZM9,GSL KETA,東方凱達,9225782,,GLOBAL SHIP LEASE 5 LIMITED,拿騷,全貨櫃船,巴哈馬,雜項危險物質,A304東南、北亞航線(含大陸),"Tokyo, TOKYO‧東京",Ho Chi Minh City‧胡志明,20200928,5:13:00,20200928,8:40:00
BR4164,Shin Hwa NO.2,新華2號,,416005824,新華航業股份有限公司,高雄港,雜貨船,台灣，中華民國,無危險品,,PU TAI‧布袋,PU TAI‧布袋,20200928,15:16:00,20200929,6:28:00
BQQU,ZHONG LIAN SHAN TOU,中聯汕頭,9360348,,中聯航運有限公司,海南洋浦,全貨櫃船,中國大陸,無危險品,兩岸直航航線,Shantou=Swatow‧廣東汕頭,Shantou=Swatow‧廣東汕頭,20200929,2:12:00,20200929,10:00:00
D7DL,DL ASTER,亞斯特,9381342,441908000,DAELIM CORPORATION,濟州,油化船,韓國,雜項危險物質,,YOSU‧麗水(麗川),YOSU‧麗水(麗川),20200929,8:19:00,20200930,3:40:00
BR3680,TA CHUNG,大中,,416004824,中台航運股份有限公司,高雄港,半貨櫃船,台灣，中華民國,無危險品,高雄─金門航線,Kaohsiung Harbor‧高雄港,Kinmen‧金門,20200929,19:36:00,20200930,10:40:00
BR3946,YAN YI,延益,,416005365,澎湖航業股份有限公司,高雄港,半貨櫃船,台灣，中華民國,無危險品,高雄港澎湖港航線,Lung-men．龍門尖山碼頭區,Lung-men．龍門尖山碼頭區,20200929,10:21:00,20200930,13:10:00
BR2175,KAI SHIUAN NO.3,凱旋3號,,416174800,凱旋海運股份有限公司,高雄港,客船,台灣，中華民國,無危險品,,PU TAI‧布袋,Makung‧澎湖馬公碼頭區,20200929,9:25:00,20200930,1:47:00
,SIAN DE NO.2,現得2號,,,烱霖企業股份有限公司,高雄港,運輸駁船,台灣，中華民國,無危險品,,．通樑,Other Port of TAIWAN‧中華民國其他港口,20200928,0:35:00,20200929,8:50:00
BR4179,DA LONG NO.16,大龍16號,,,烱霖企業股份有限公司,澎湖港馬公碼頭區,拖船,台灣，中華民國,無危險品,,．通樑,Other Port of TAIWAN‧中華民國其他港口,20200928,0:35:00,20200929,8:50:00
BR3388,WU ZHOU BAO PING,浯洲寶瓶,,,鴻順興海運股份有限公司,高雄港,雜貨船,台灣，中華民國,無危險品,高雄港金門港(料羅港區)航線,Kinmen‧金門,Kinmen‧金門,20200928,0:30:00,20200929,10:42:00
VRYY6,BLUE OCEAN,曉洋,8813611,477503000,BLUE OCEAN SHIPPING COMPANY LIMITED,香港,全貨櫃船,香港,雜項危險物質,兩岸直航航線,Shanghai‧上海,Shanghai‧上海,20200928,6:27:00,20200928,14:05:00
,,,,,,,,,,,,,,,20200928,4:20:00
,,,,,,,,,,,,,,,20200928,4:20:00
C6AV9,ULTIMA,德翔終極,9674646,,"KOTOKU KAIUN CO LTD, LEGENDA MARITIME S.A.",拿騷,全貨櫃船,巴哈馬,雜項危險物質,A304東南、北亞航線(含大陸),"Tokyo, TOKYO‧東京",Haiphong‧海防,20200929,9:51:00,20200930,16:28:00
BCIP,HAI FENG LIAN XING,海豐聯興,9258715,,"SITC STEAMSHIPS CO.,LTD.",山東青島,全貨櫃船,中國大陸,雜項危險物質,兩岸直航航線,Shanghai‧上海,Ningbo‧浙江寧波,20200929,13:05:00,20200930,19:20:00
VRBK8,OSG BOSSTEC,中聯亞博,9358008,,BOSSTEC MARITIME LIMITED,香港,全貨櫃船,香港,無危險品,兩岸直航航線,Keelung (Chilung)‧基隆港,Keelung (Chilung)‧基隆港,20200928,6:21:00,20200928,12:00:00
3ECQ,NOBLE OAK,麗橡,9350056,,MOUNT OAK MARINE S.A.,巴拿馬城,雜貨船,巴拿馬,無危險品,,"Wakayama, WAKAYAMA‧和歌山","Wakayama, WAKAYAMA‧和歌山",20200929,1:14:00,20200930,5:15:00
BNIO,FORMOSAGAS CRYSTAL,臺塑晶華,9318618,416477000,台塑海運股份有限公司,基隆港,液化氣體船,台灣，中華民國,無危險品,,Mai-liao‧麥寮,Mai-liao‧麥寮,20200929,2:26:00,20200930,23:10:00
VRJJ4,DING HENG 2,鼎衡2,9454474,538090321,BLOSSOM SHIPPING COMPANY LIMITED,香港,化學液體船,香港,已壓縮液化氣體,兩岸直航航線,Yeosu‧麗水,Zhangjiagang=Changjiagang‧江蘇張家港,20200928,8:24:00,20200929,1:45:00
BR3431,SAM BO LUN,山寶輪,,416004093,海盛航運股份有限公司,高雄港,雜貨船,台灣，中華民國,無危險品,,Lung-men．龍門尖山碼頭區,Lung-men．龍門尖山碼頭區,20200927,7:52:00,20200927,13:27:00
BR3431,SAM BO LUN,山寶輪,,416004093,海盛航運股份有限公司,高雄港,雜貨船,台灣，中華民國,無危險品,,Lung-men．龍門尖山碼頭區,Lung-men．龍門尖山碼頭區,20200926,8:10:00,20200926,13:39:00
T8A3473,NINGBO,寧波,8801022,,LYRA TRADING LIMITED,帛琉群島其他港口,散裝船,帛琉群島,無危險品,兩岸直航航線,Other Port of CHINA‧中國其他港口,Other Port of INDIA‧印度其他港口,20200927,1:00:00,20200927,5:20:00
BHFO,TAI HWA,臺華,8811027,416100010,台灣航業股份有限公司,高雄港,客貨船,台灣，中華民國,無危險品,,Kaohsiung Harbor‧高雄港,Kaohsiung Harbor‧高雄港,20200928,6:22:00,20200929,2:20:00
3EOJ7,MOL PREMIUM,獎勵,9444261,,"LUSTER MARITIME S.A.(50%), HIGAKI SANGYO KAISHA LTD (50%)",巴拿馬城,全貨櫃船,巴拿馬,無危險品,D124北美西岸航線(含大陸),Xiamen‧福建廈門(新),"Vancouver, BC‧溫哥華",20200930,16:47:00,20200930,3:30:00
V7VS6,MOL MODERN,摩登,9475636,,GREAT RIVER LINE S.A.,馬朱羅,全貨櫃船,馬紹爾群島,無危險品,D204美國航線(含大陸),Singapore‧新加坡,"Los Angeles, CA‧洛杉磯",20200929,19:09:00,20200929,8:42:00
V3IH,SHENG WEI,勝威,8746026,312275000,"ZHOUSHAN SHENG WEI SHIPPING CO., LTD",貝里斯,雜貨船,貝里斯,無危險品,兩岸直航航線,Fuzhou‧福建福州,Incheon‧仁川,20200929,22:52:00,20200930,9:30:00
VRGG5,ANGEL NO.1,天使1 號,9470662,477685900,LEITH HILL LIMITED,香港,油化船,香港,已壓縮液化氣體,,Nghi Son,Mai-liao‧麥寮,20200928,1:22:00,20200928,15:30:00
BR3135,,長奕,,416000105,長奕航運股份有限公司,高雄港,雜貨船,台灣，中華民國,無危險品,,Lung-men．龍門尖山碼頭區,Lung-men．龍門尖山碼頭區,20200930,5:33:00,20200930,15:36:00
BR3135,,長奕,,416000105,長奕航運股份有限公司,高雄港,雜貨船,台灣，中華民國,無危險品,,Lung-men．龍門尖山碼頭區,Lung-men．龍門尖山碼頭區,20200929,8:47:00,20200929,15:07:00
BICZ,FORMOSA CONTAINER NO.4,台塑貨櫃4號,9404508,416024000,台塑海運股份有限公司,基隆港,全貨櫃船,台灣，中華民國,無危險品,兩岸直航航線,Keelung (Chilung)‧基隆港,Keelung (Chilung)‧基隆港,20200929,11:06:00,20200930,16:40:00
BR3556,SAM BO II,山寶2號,,416004514,海盛航運股份有限公司,高雄港,雜貨船,台灣，中華民國,無危險品,,Lung-men．龍門尖山碼頭區,Lung-men．龍門尖山碼頭區,20200925,6:53:00,20200930,16:24:00
BR3431,SAM BO LUN,山寶輪,,416004093,海盛航運股份有限公司,高雄港,雜貨船,台灣，中華民國,無危險品,,Lung-men．龍門尖山碼頭區,Lung-men．龍門尖山碼頭區,20200925,8:43:00,20200925,12:53:00
BR3431,SAM BO LUN,山寶輪,,416004093,海盛航運股份有限公司,高雄港,雜貨船,台灣，中華民國,無危險品,,PU TAI‧布袋,PU TAI‧布袋,20200927,16:29:00,20200927,5:11:00
BR3431,SAM BO LUN,山寶輪,,416004093,海盛航運股份有限公司,高雄港,雜貨船,台灣，中華民國,無危險品,,PU TAI‧布袋,PU TAI‧布袋,20200925,15:42:00,20200926,5:26:00
BR4124,RIKULAU,雲豹,9838149,416005693,百麗航運股份有限公司,基隆港,高速客船,台灣，中華民國,無危險品,,PU TAI‧布袋,Makung‧澎湖馬公碼頭區,20200928,9:38:00,20200929,2:16:00
BR4124,RIKULAU,雲豹,9838149,416005693,百麗航運股份有限公司,基隆港,高速客船,台灣，中華民國,無危險品,,PU TAI‧布袋,Makung‧澎湖馬公碼頭區,20200927,9:31:00,20200928,2:15:00
BR4166,CWIND PHANTOM,奔騰,9770490,416005829,國際海洋股份有限公司,高雄港,運輸補給船,台灣，中華民國,無危險品,,雲林離岸風力發電廠興建計畫,雲林離岸風力發電廠興建計畫,20200929,9:28:00,20200930,9:23:00
BR4124,RIKULAU,雲豹,9838149,416005693,百麗航運股份有限公司,基隆港,高速客船,台灣，中華民國,無危險品,,PU TAI‧布袋,Makung‧澎湖馬公碼頭區,20200926,9:27:00,20200927,2:22:00
,,,,,,,,,,,,,,,20200928,3:18:00
BR3218,HON YUN,航運,,416001858,順航航運股份有限公司,高雄港,油品船,台灣，中華民國,無危險品,,Kaohsiung Harbor‧高雄港,little Liuqiu port‧小琉球白沙港,20200925,7:43:00,20200929,1:50:00
BP3093,TIPM NO.51601,臺港51601號,,416000108,臺灣港務港勤股份有限公司,高雄港,運輸駁船,台灣，中華民國,無危險品,,Kaohsiung Harbor Outer‧高雄港外,Taichung Harbor‧臺中港,,,20200928,3:18:00
BR4124,RIKULAU,雲豹,9838149,416005693,百麗航運股份有限公司,基隆港,高速客船,台灣，中華民國,無危險品,,PU TAI‧布袋,PU TAI‧布袋,20200927,3:23:00,20200927,8:21:00
BR4124,RIKULAU,雲豹,9838149,416005693,百麗航運股份有限公司,基隆港,高速客船,台灣，中華民國,無危險品,,PU TAI‧布袋,PU TAI‧布袋,20200926,3:33:00,20200926,8:17:00
BKAO,NEW ENERGY,新能,9060613,416195000,能源航運股份有限公司,基隆港,油輪,台灣，中華民國,無危險品,,Makung‧澎湖馬公碼頭區,Hualien Harbor‧花蓮港,20200929,22:13:00,20200929,10:00:00
BJPM,DONG SHAN 25,東山25,#V17281,413706320,福建省東山縣東航船務有限公司,福建漳州,雜貨船,中國大陸,無危險品,,Quanzhou‧福建泉州,Quanzhou‧福建泉州,20200929,23:05:00,20200929,9:24:00
BKTR6,HE BIN,和濱,9187423,,"ZHOUSHAN HEFENG SHIPPING CO.,LTD",浙江舟山(ZOS),全貨櫃船,中國大陸,雜項危險物質,兩岸直航航線,Shanghai‧上海,Shanghai‧上海,20200927,19:30:00,20200927,0:24:00
VRJF5,SC SHANGHAI,上海,9352054,477346700,"SC LAUREN SHIPPING CO., LIMITED",香港,油化船,香港,無危險品,兩岸直航航線,Ningbo‧浙江寧波(舊),Ningbo‧浙江寧波(舊),20200928,15:36:00,20200929,9:08:00
H8TU,SOUTHERN ANGEL,南方天使,9319258,,T.H.SHIPPING PANAMA S.A.,巴拿馬城,雜貨船,巴拿馬,無危險品,兩岸直航航線,"Osaka, OSAKA‧大阪","Osaka, OSAKA‧大阪",20200928,22:56:00,20200928,15:30:00
3EHZ9,KMTC OSAKA,高麗大阪,9848883,,EVER BRIGHT SHIPPING S.A.,巴拿馬城,全貨櫃船,巴拿馬,雜項危險物質,,Hong Kong‧香港,Hong Kong‧香港,20200926,2:23:00,20200926,9:15:00
BLBM,ASIA CEMENT NO.3,亞泥3號,8806254,416124000,裕民航運股份有限公司,基隆港,水泥專用船,台灣，中華民國,無危險品,,Hualien Harbor‧花蓮港,Hualien Harbor‧花蓮港,20200926,14:26:00,20200927,15:55:00
BR3574,ALL STAR NO.2,滿天星2號,,416004561,滿天星航運股份有限公司,高雄港,客船,台灣，中華民國,無危險品,,PU TAI‧布袋,PU TAI‧布袋,20200927,3:15:00,20200927,7:48:00
BICN,TAIAN,台安,9805415,416022000,大統海運股份有限公司,基隆港,油輪,台灣，中華民國,無危險品,,Kaohsiung Harbor‧高雄港,Kaohsiung Harbor‧高雄港,20200926,4:14:00,20200927,1:33:00
BR3946,YAN YI,延益,,416005365,澎湖航業股份有限公司,高雄港,半貨櫃船,台灣，中華民國,無危險品,高雄港澎湖港航線,Lung-men．龍門尖山碼頭區,Lung-men．龍門尖山碼頭區,20200926,6:17:00,20200928,13:02:00
BR3060,,百隆6號,,416003098,百隆海事工程有限公司,高雄港,拖船,台灣，中華民國,無危險品,,Kaohsiung Harbor‧高雄港,Kaohsiung Harbor Outer‧高雄港外,20200929,22:50:00,20200930,22:30:00
BVCM7,HUA HANG 3,華航3號,9456185,,FUJIAN HUARONG MARINE SHIPPING GROUP CORPORATION,福建福州,全貨櫃船,中國大陸,雜項危險物質,兩岸直航航線,Fuzhou‧福建福州,Fuzhou‧福建福州,20200928,19:50:00,20200928,13:05:00
9V6129,GLORY JUSTICE,義榮輪,9847035,,GLORY PACIFIC SHIPPING (S) PTE LTD,新加坡,雜貨船,新加坡,無危險品,,An Ping‧安平港,"Jakarta, Java‧雅加達",20200926,3:11:00,20200930,9:00:00
9V7284,GLORY EXPLORER,展榮輪,9670171,,GLORY-PACIFIC SHIPPING(S)PTE LTD.,新加坡,雜貨船,新加坡,無危險品,,Taichung Harbor‧臺中港,Penang=Georgetown‧檳榔嶼/檳榔嶼/檳州,20200928,23:26:00,20200930,12:05:00
A8YV6,FPMC B 103,台塑 103,9481647,636015143,FPMC 103 MARINE CORP.,蒙羅維亞,散裝船,賴比瑞亞,無危險品,,Other Port of VIET NAM‧越南其他港口,Other Port of AUSTRALIA‧澳大利亞其他港口,20200928,7:20:00,20200929,6:45:00
BR4040,TAI JI JHIH SING NO.2,太吉之星2號,9826134,416005521,海有航運股份有限公司,高雄港,客船,台灣，中華民國,無危險品,,PU TAI‧布袋,PU TAI‧布袋,20200926,3:07:00,20200927,7:54:00
BR4397,JING CHEN HAO,京城號,,416006596,翁逸民,臺中港,工作船,台灣，中華民國,無危險品,,Taichung Harbor‧臺中港,Taichung Harbor‧臺中港,20200924,10:35:00,20200928,23:45:00
BR3556,SAM BO II,山寶2號,,416004514,海盛航運股份有限公司,高雄港,雜貨船,台灣，中華民國,無危險品,,PU TAI‧布袋,PU TAI‧布袋,20200925,18:27:00,20200925,4:05:00
C6DB5,KUO LIN,國麟,9796511,,CNC LINE LIMITED,拿騷,全貨櫃船,巴哈馬,雜項危險物質,,Taichung Harbor‧臺中港,Hong Kong‧香港,20200930,2:48:00,20200930,12:48:00
