船舶呼號,英文名稱,中文名稱,IMO號,MMSI號,船東,船籍港,船種,船舶國籍,危險品,航線,出發港,目的港,實際進港日,實際進港時間,實際出港日,實際出港時間
BR3455,CHIA KIN NO.2,嘉金2號,,416004167,奧林匹克航運股份有限公司,高雄港,雜貨船,中華民國,無危險品,,澎湖港龍門尖山碼頭區,布袋港,20220303,1432,20220303,1931
BR3455,CHIA KIN NO.2,嘉金2號,,416004167,奧林匹克航運股份有限公司,高雄港,雜貨船,中華民國,無危險品,,澎湖港龍門尖山碼頭區,布袋港,20220309,1428,20220309,1901
BR3455,CHIA KIN NO.2,嘉金2號,,416004167,奧林匹克航運股份有限公司,高雄港,雜貨船,中華民國,無危險品,,澎湖港龍門尖山碼頭區,布袋港,20220310,1417,20220310,1852
BR3431,SAM BO LUN,山寶輪,,416004093,海盛航運股份有限公司,高雄港,雜貨船,中華民國,無危險品,,澎湖港龍門尖山碼頭區,布袋港,20220326,0817,20220326,2037
BR3431,SAM BO LUN,山寶輪,,416004093,海盛航運股份有限公司,高雄港,雜貨船,中華民國,無危險品,,澎湖港龍門尖山碼頭區,布袋港,20220327,1458,20220327,2053
BR3455,CHIA KIN NO.2,嘉金2號,,416004167,奧林匹克航運股份有限公司,高雄港,雜貨船,中華民國,無危險品,,澎湖港龍門尖山碼頭區,布袋港,20220325,1247,20220325,1850
BR3455,CHIA KIN NO.2,嘉金2號,,416004167,奧林匹克航運股份有限公司,高雄港,雜貨船,中華民國,無危險品,,澎湖港龍門尖山碼頭區,布袋港,20220311,1221,20220311,2130
BR3431,SAM BO LUN,山寶輪,,416004093,海盛航運股份有限公司,高雄港,雜貨船,中華民國,無危險品,,澎湖港龍門尖山碼頭區,布袋港,20220314,1625,20220314,2310
BR3455,CHIA KIN NO.2,嘉金2號,,416004167,奧林匹克航運股份有限公司,高雄港,雜貨船,中華民國,無危險品,,澎湖港龍門尖山碼頭區,布袋港,20220324,1311,20220324,1703
BQ3085,CHUANG JIA,創價,,416006839,永發倉儲股份有限公司,高雄港,雜貨船,中華民國,無危險品,,澎湖港龍門尖山碼頭區,布袋港,20220308,1547,20220308,2341
BQ3085,CHUANG JIA,創價,,416006839,永發倉儲股份有限公司,高雄港,雜貨船,中華民國,無危險品,,澎湖港龍門尖山碼頭區,布袋港,20220310,1552,20220311,0105
BQ3085,CHUANG JIA,創價,,416006839,永發倉儲股份有限公司,高雄港,雜貨船,中華民國,無危險品,,澎湖港龍門尖山碼頭區,布袋港,20220311,1519,20220315,2332
BQ3085,CHUANG JIA,創價,,416006839,永發倉儲股份有限公司,高雄港,雜貨船,中華民國,無危險品,,澎湖港龍門尖山碼頭區,布袋港,20220309,1600,20220309,2348
BQ3085,CHUANG JIA,創價,,416006839,永發倉儲股份有限公司,高雄港,雜貨船,中華民國,無危險品,,澎湖港龍門尖山碼頭區,布袋港,20220316,1645,20220316,2355
BQ3085,CHUANG JIA,創價,,416006839,永發倉儲股份有限公司,高雄港,雜貨船,中華民國,無危險品,,澎湖港龍門尖山碼頭區,布袋港,20220317,1722,20220317,2329
BQ3085,CHUANG JIA,創價,,416006839,永發倉儲股份有限公司,高雄港,雜貨船,中華民國,無危險品,,澎湖港龍門尖山碼頭區,布袋港,20220305,1458,20220305,2330
BQ3085,CHUANG JIA,創價,,416006839,永發倉儲股份有限公司,高雄港,雜貨船,中華民國,無危險品,,澎湖港龍門尖山碼頭區,布袋港,20220323,1556,20220323,2343
BQ3085,CHUANG JIA,創價,,416006839,永發倉儲股份有限公司,高雄港,雜貨船,中華民國,無危險品,,澎湖港龍門尖山碼頭區,布袋港,20220326,1529,20220331,0736
BQ3085,CHUANG JIA,創價,,416006839,永發倉儲股份有限公司,高雄港,雜貨船,中華民國,無危險品,,澎湖港龍門尖山碼頭區,布袋港,20220325,1549,20220326,0237
BQ3085,CHUANG JIA,創價,,416006839,永發倉儲股份有限公司,高雄港,雜貨船,中華民國,無危險品,,澎湖港龍門尖山碼頭區,布袋港,20220324,1542,20220324,2335
BR4164,Shin Hwa NO.2,新華2號,,416005824,嘉明海運股份有限公司,高雄港,雜貨船,中華民國,無危險品,,澎湖港龍門尖山碼頭區,澎湖港龍門尖山碼頭區,20220328,1631,20220328,2232
BR4164,Shin Hwa NO.2,新華2號,,416005824,嘉明海運股份有限公司,高雄港,雜貨船,中華民國,無危險品,,澎湖港龍門尖山碼頭區,澎湖港龍門尖山碼頭區,20220329,1618,20220330,0046
BR4164,Shin Hwa NO.2,新華2號,,416005824,嘉明海運股份有限公司,高雄港,雜貨船,中華民國,無危險品,,澎湖港龍門尖山碼頭區,澎湖港龍門尖山碼頭區,20220330,1718,20220330,2253
BR4164,Shin Hwa NO.2,新華2號,,416005824,嘉明海運股份有限公司,高雄港,雜貨船,中華民國,無危險品,,澎湖港龍門尖山碼頭區,澎湖港龍門尖山碼頭區,20220301,1451,20220301,2204
BR4164,Shin Hwa NO.2,新華2號,,416005824,嘉明海運股份有限公司,高雄港,雜貨船,中華民國,無危險品,,澎湖港龍門尖山碼頭區,澎湖港龍門尖山碼頭區,20220302,1657,20220303,0205
BR4164,Shin Hwa NO.2,新華2號,,416005824,嘉明海運股份有限公司,高雄港,雜貨船,中華民國,無危險品,,澎湖港龍門尖山碼頭區,澎湖港龍門尖山碼頭區,20220303,1721,20220304,0043
BR4164,Shin Hwa NO.2,新華2號,,416005824,嘉明海運股份有限公司,高雄港,雜貨船,中華民國,無危險品,,澎湖港龍門尖山碼頭區,澎湖港龍門尖山碼頭區,20220311,1555,20220311,2049
BR4164,Shin Hwa NO.2,新華2號,,416005824,嘉明海運股份有限公司,高雄港,雜貨船,中華民國,無危險品,,澎湖港龍門尖山碼頭區,澎湖港龍門尖山碼頭區,20220312,1438,20220312,2122
BR4164,Shin Hwa NO.2,新華2號,,416005824,嘉明海運股份有限公司,高雄港,雜貨船,中華民國,無危險品,,澎湖港龍門尖山碼頭區,澎湖港龍門尖山碼頭區,20220314,1515,20220314,2200
BR4164,Shin Hwa NO.2,新華2號,,416005824,嘉明海運股份有限公司,高雄港,雜貨船,中華民國,無危險品,,澎湖港龍門尖山碼頭區,澎湖港龍門尖山碼頭區,20220315,1615,20220315,2316
BR4164,Shin Hwa NO.2,新華2號,,416005824,嘉明海運股份有限公司,高雄港,雜貨船,中華民國,無危險品,,澎湖港龍門尖山碼頭區,澎湖港龍門尖山碼頭區,20220316,1426,20220317,0124
BR4164,Shin Hwa NO.2,新華2號,,416005824,嘉明海運股份有限公司,高雄港,雜貨船,中華民國,無危險品,,澎湖港龍門尖山碼頭區,澎湖港龍門尖山碼頭區,20220317,1943,20220318,0201
BR4164,Shin Hwa NO.2,新華2號,,416005824,嘉明海運股份有限公司,高雄港,雜貨船,中華民國,無危險品,,澎湖港龍門尖山碼頭區,澎湖港龍門尖山碼頭區,20220331,1436,20220331,2002
BR4164,Shin Hwa NO.2,新華2號,,416005824,嘉明海運股份有限公司,高雄港,雜貨船,中華民國,無危險品,,澎湖港龍門尖山碼頭區,澎湖港龍門尖山碼頭區,20220318,1423,20220318,2022
BR4164,Shin Hwa NO.2,新華2號,,416005824,嘉明海運股份有限公司,高雄港,雜貨船,中華民國,無危險品,,澎湖港龍門尖山碼頭區,澎湖港龍門尖山碼頭區,20220319,1527,20220319,2124
BR4164,Shin Hwa NO.2,新華2號,,416005824,嘉明海運股份有限公司,高雄港,雜貨船,中華民國,無危險品,,澎湖港龍門尖山碼頭區,澎湖港龍門尖山碼頭區,20220320,1348,20220324,2338
BR4164,Shin Hwa NO.2,新華2號,,416005824,嘉明海運股份有限公司,高雄港,雜貨船,中華民國,無危險品,,澎湖港龍門尖山碼頭區,澎湖港龍門尖山碼頭區,20220310,1500,20220310,2028
BR4164,Shin Hwa NO.2,新華2號,,416005824,嘉明海運股份有限公司,高雄港,雜貨船,中華民國,無危險品,,澎湖港龍門尖山碼頭區,澎湖港龍門尖山碼頭區,20220304,1811,20220305,1321
BR4164,Shin Hwa NO.2,新華2號,,416005824,嘉明海運股份有限公司,高雄港,雜貨船,中華民國,無危險品,,澎湖港龍門尖山碼頭區,澎湖港龍門尖山碼頭區,20220309,1522,20220309,2335
BR4164,Shin Hwa NO.2,新華2號,,416005824,嘉明海運股份有限公司,高雄港,雜貨船,中華民國,無危險品,,澎湖港龍門尖山碼頭區,澎湖港龍門尖山碼頭區,20220325,1714,20220326,0100
BR4164,Shin Hwa NO.2,新華2號,,416005824,嘉明海運股份有限公司,高雄港,雜貨船,中華民國,無危險品,,澎湖港龍門尖山碼頭區,澎湖港龍門尖山碼頭區,20220326,1455,20220326,1857
BR4174,WORLD SEA,保時航,9642100,416005863,裕民航運股份有限公司,高雄港,運輸補給船,中華民國,無危險品,,布袋港,布袋港,20220305,1441,20220306,0818
BR4174,WORLD SEA,保時航,9642100,416005863,裕民航運股份有限公司,高雄港,運輸補給船,中華民國,無危險品,,布袋港,布袋港,20220309,1824,20220310,0748
BR4174,WORLD SEA,保時航,9642100,416005863,裕民航運股份有限公司,高雄港,運輸補給船,中華民國,無危險品,,布袋港,布袋港,20220310,1824,20220311,0747
BR4174,WORLD SEA,保時航,9642100,416005863,裕民航運股份有限公司,高雄港,運輸補給船,中華民國,無危險品,,布袋港,布袋港,20220311,1817,20220312,0747
BR4174,WORLD SEA,保時航,9642100,416005863,裕民航運股份有限公司,高雄港,運輸補給船,中華民國,無危險品,,布袋港,布袋港,20220322,1505,20220325,0745
BR4174,WORLD SEA,保時航,9642100,416005863,裕民航運股份有限公司,高雄港,運輸補給船,中華民國,無危險品,,布袋港,布袋港,20220326,1803,20220330,0731
BR4174,WORLD SEA,保時航,9642100,416005863,裕民航運股份有限公司,高雄港,運輸補給船,中華民國,無危險品,,布袋港,布袋港,20220330,1936,20220331,0740
BR4174,WORLD SEA,保時航,9642100,416005863,裕民航運股份有限公司,高雄港,運輸補給船,中華民國,無危險品,,布袋港,布袋港,20220325,1807,20220326,0742
BR4174,WORLD SEA,保時航,9642100,416005863,裕民航運股份有限公司,高雄港,運輸補給船,中華民國,無危險品,,布袋港,布袋港,20220316,1743,20220317,0651
BR4174,WORLD SEA,保時航,9642100,416005863,裕民航運股份有限公司,高雄港,運輸補給船,中華民國,無危險品,,布袋港,布袋港,20220317,1713,20220318,0707
BR4174,WORLD SEA,保時航,9642100,416005863,裕民航運股份有限公司,高雄港,運輸補給船,中華民國,無危險品,,布袋港,布袋港,20220331,1716,20220331,1817
BR4124,RIKULAU,雲豹,9838149,416005693,百麗航運股份有限公司,基隆港,高速客船,中華民國,無危險品,,布袋港,,20220318,1118,20220318,1620
BR4124,RIKULAU,雲豹,9838149,416005693,百麗航運股份有限公司,基隆港,高速客船,中華民國,無危險品,,布袋港,,20220321,1123,20220321,1613
BR4124,RIKULAU,雲豹,9838149,416005693,百麗航運股份有限公司,基隆港,高速客船,中華民國,無危險品,,布袋港,,20220319,1132,20220320,1616
BR4125,BLUE MAGPIE,藍鵲,9838151,416005694,百麗航運股份有限公司,基隆港,高速客船,中華民國,無危險品,,布袋港,,20220325,1125,20220325,1355
BR4125,BLUE MAGPIE,藍鵲,9838151,416005694,百麗航運股份有限公司,基隆港,高速客船,中華民國,無危險品,,布袋港,,20220326,1142,20220327,1200
,,,,,,,,,,,,,20220309,1208,20220310,1015
BR4330,KAI SHIUAN NO. 8,凱旋8號,,416006143,凱旋海運股份有限公司,高雄港,客船,中華民國,無危險品,,布袋港,,20220325,1055,20220325,1300
BR3574,ALL STAR NO.2,滿天星2號,,416004561,滿天星航運股份有限公司,高雄港,客船,中華民國,無危險品,,布袋港,,20220331,1115,20220331,1453
BR4040,TAI JI JHIH SING NO.2,太吉之星2號,9826134,416005521,海有航運股份有限公司,高雄港,客船,中華民國,無危險品,,布袋港,布袋港,20220327,1105,20220329,1550
BR4330,KAI SHIUAN NO. 8,凱旋8號,,416006143,凱旋海運股份有限公司,高雄港,客船,中華民國,無危險品,,布袋港,布袋港,20220326,1107,20220327,1444
BR4040,TAI JI JHIH SING NO.2,太吉之星2號,9826134,416005521,海有航運股份有限公司,高雄港,客船,中華民國,無危險品,,布袋港,布袋港,20220319,1100,20220321,1518
BR2132,KING XIA CRUISE,金廈遊輪,,416165800,金廈海運股份有限公司,高雄港,客船,中華民國,無危險品,,金門港,金門港,20220226,1450,20220311,1020
BHFO,TAI HWA,臺華,8811027,416100010,台灣航業股份有限公司,高雄港,客貨船,中華民國,無危險品,高雄港澎湖港航線,高雄港,澎湖港馬公碼頭區,20220324,0540,20220324,1025
BHFO,TAI HWA,臺華,8811027,416100010,台灣航業股份有限公司,高雄港,客貨船,中華民國,無危險品,高雄港澎湖港航線,高雄港,澎湖港馬公碼頭區,20220325,1330,20220327,1410
BHFO,TAI HWA,臺華,8811027,416100010,台灣航業股份有限公司,高雄港,客貨船,中華民國,無危險品,高雄港澎湖港航線,高雄港,澎湖港馬公碼頭區,20220312,0540,20220312,1030
BHFO,TAI HWA,臺華,8811027,416100010,台灣航業股份有限公司,高雄港,客貨船,中華民國,無危險品,高雄港澎湖港航線,高雄港,澎湖港馬公碼頭區,20220313,1348,20220314,1028
BHFO,TAI HWA,臺華,8811027,416100010,台灣航業股份有限公司,高雄港,客貨船,中華民國,無危險品,高雄港澎湖港航線,高雄港,澎湖港馬公碼頭區,20220310,0543,20220311,0920
BHFO,TAI HWA,臺華,8811027,416100010,台灣航業股份有限公司,高雄港,客貨船,中華民國,無危險品,高雄港澎湖港航線,高雄港,澎湖港馬公碼頭區,20220303,0555,20220303,1011
BHFO,TAI HWA,臺華,8811027,416100010,台灣航業股份有限公司,高雄港,客貨船,中華民國,無危險品,高雄港澎湖港航線,高雄港,澎湖港馬公碼頭區,20220305,0542,20220305,1018
BHFO,TAI HWA,臺華,8811027,416100010,台灣航業股份有限公司,高雄港,客貨船,中華民國,無危險品,高雄港澎湖港航線,高雄港,澎湖港馬公碼頭區,20220319,0537,20220319,1018
BHFO,TAI HWA,臺華,8811027,416100010,台灣航業股份有限公司,高雄港,客貨船,中華民國,無危險品,高雄港澎湖港航線,高雄港,澎湖港馬公碼頭區,20220328,1410,20220329,1015
BHFO,TAI HWA,臺華,8811027,416100010,台灣航業股份有限公司,高雄港,客貨船,中華民國,無危險品,高雄港澎湖港航線,高雄港,澎湖港馬公碼頭區,20220317,0547,20220317,1020
BHFO,TAI HWA,臺華,8811027,416100010,台灣航業股份有限公司,高雄港,客貨船,中華民國,無危險品,高雄港澎湖港航線,高雄港,澎湖港馬公碼頭區,20220331,0528,20220331,1015
,SIAN DE NO.2,現得2號,,,烱霖企業股份有限公司,高雄港,運輸駁船,中華民國,無危險品,,澎湖將軍漁港,澎湖港龍門尖山碼頭區,20220322,0935,20220325,0935
BR4179,DA LONG NO.16,大龍16號,,416005876,烱霖企業股份有限公司,澎湖港馬公碼頭區,拖船,中華民國,無危險品,,澎湖將軍漁港,澎湖港龍門尖山碼頭區,20220322,0935,20220325,0935
BR4164,Shin Hwa NO.2,新華2號,,416005824,嘉明海運股份有限公司,高雄港,雜貨船,中華民國,無危險品,,布袋港,布袋港,20220329,0241,20220329,1252
BR4164,Shin Hwa NO.2,新華2號,,416005824,嘉明海運股份有限公司,高雄港,雜貨船,中華民國,無危險品,,布袋港,布袋港,20220331,0230,20220331,1120
BR4164,Shin Hwa NO.2,新華2號,,416005824,嘉明海運股份有限公司,高雄港,雜貨船,中華民國,無危險品,,布袋港,布袋港,20220310,0250,20220310,1141
BR4164,Shin Hwa NO.2,新華2號,,416005824,嘉明海運股份有限公司,高雄港,雜貨船,中華民國,無危險品,,布袋港,布袋港,20220310,2340,20220311,1235
BR4164,Shin Hwa NO.2,新華2號,,416005824,嘉明海運股份有限公司,高雄港,雜貨船,中華民國,無危險品,,布袋港,布袋港,20220311,2356,20220312,1122
BR4164,Shin Hwa NO.2,新華2號,,416005824,嘉明海運股份有限公司,高雄港,雜貨船,中華民國,無危險品,,布袋港,布袋港,20220313,0038,20220314,1200
BR4164,Shin Hwa NO.2,新華2號,,416005824,嘉明海運股份有限公司,高雄港,雜貨船,中華民國,無危險品,,布袋港,布袋港,20220315,0111,20220315,1300
BR4164,Shin Hwa NO.2,新華2號,,416005824,嘉明海運股份有限公司,高雄港,雜貨船,中華民國,無危險品,,布袋港,布袋港,20220316,0251,20220316,1114
BR4164,Shin Hwa NO.2,新華2號,,416005824,嘉明海運股份有限公司,高雄港,雜貨船,中華民國,無危險品,,布袋港,布袋港,20220228,2344,20220301,1140
BR4164,Shin Hwa NO.2,新華2號,,416005824,嘉明海運股份有限公司,高雄港,雜貨船,中華民國,無危險品,,布袋港,布袋港,20220302,0123,20220302,1325
BR4164,Shin Hwa NO.2,新華2號,,416005824,嘉明海運股份有限公司,高雄港,雜貨船,中華民國,無危險品,,布袋港,布袋港,20220304,0421,20220304,1500
BR4164,Shin Hwa NO.2,新華2號,,416005824,嘉明海運股份有限公司,高雄港,雜貨船,中華民國,無危險品,,布袋港,布袋港,20220305,1710,20220307,1129
BR4164,Shin Hwa NO.2,新華2號,,416005824,嘉明海運股份有限公司,高雄港,雜貨船,中華民國,無危險品,,布袋港,布袋港,20220308,0610,20220308,1419
BR4164,Shin Hwa NO.2,新華2號,,416005824,嘉明海運股份有限公司,高雄港,雜貨船,中華民國,無危險品,,布袋港,布袋港,20220309,0455,20220309,1203
BR4164,Shin Hwa NO.2,新華2號,,416005824,嘉明海運股份有限公司,高雄港,雜貨船,中華民國,無危險品,,布袋港,布袋港,20220325,0250,20220325,1342
BR4164,Shin Hwa NO.2,新華2號,,416005824,嘉明海運股份有限公司,高雄港,雜貨船,中華民國,無危險品,,布袋港,布袋港,20220326,0415,20220326,1132
BR4164,Shin Hwa NO.2,新華2號,,416005824,嘉明海運股份有限公司,高雄港,雜貨船,中華民國,無危險品,,布袋港,布袋港,20220326,2214,20220328,1254
BR4164,Shin Hwa NO.2,新華2號,,416005824,嘉明海運股份有限公司,高雄港,雜貨船,中華民國,無危險品,,布袋港,布袋港,20220318,0520,20220318,1118
BR4164,Shin Hwa NO.2,新華2號,,416005824,嘉明海運股份有限公司,高雄港,雜貨船,中華民國,無危險品,,布袋港,布袋港,20220318,2332,20220319,1220
BR4164,Shin Hwa NO.2,新華2號,,416005824,嘉明海運股份有限公司,高雄港,雜貨船,中華民國,無危險品,,布袋港,布袋港,20220320,0038,20220320,1025
BR3455,CHIA KIN NO.2,嘉金2號,,416004167,奧林匹克航運股份有限公司,高雄港,雜貨船,中華民國,無危險品,,布袋港,布袋港,20220315,2037,20220316,1031
BR3455,CHIA KIN NO.2,嘉金2號,,416004167,奧林匹克航運股份有限公司,高雄港,雜貨船,中華民國,無危險品,,布袋港,布袋港,20220316,2003,20220317,1022
BR3455,CHIA KIN NO.2,嘉金2號,,416004167,奧林匹克航運股份有限公司,高雄港,雜貨船,中華民國,無危險品,,布袋港,布袋港,20220310,2134,20220311,0946
BR3455,CHIA KIN NO.2,嘉金2號,,416004167,奧林匹克航運股份有限公司,高雄港,雜貨船,中華民國,無危險品,,布袋港,布袋港,20220312,0006,20220312,1248
BR3455,CHIA KIN NO.2,嘉金2號,,416004167,奧林匹克航運股份有限公司,高雄港,雜貨船,中華民國,無危險品,,布袋港,布袋港,20220301,2031,20220302,1134
BR3455,CHIA KIN NO.2,嘉金2號,,416004167,奧林匹克航運股份有限公司,高雄港,雜貨船,中華民國,無危險品,,布袋港,布袋港,20220302,2141,20220303,1200
BR3455,CHIA KIN NO.2,嘉金2號,,416004167,奧林匹克航運股份有限公司,高雄港,雜貨船,中華民國,無危險品,,布袋港,布袋港,20220304,2311,20220305,1029
BR3455,CHIA KIN NO.2,嘉金2號,,416004167,奧林匹克航運股份有限公司,高雄港,雜貨船,中華民國,無危險品,,布袋港,布袋港,20220329,2103,20220330,0958
BR3455,CHIA KIN NO.2,嘉金2號,,416004167,奧林匹克航運股份有限公司,高雄港,雜貨船,中華民國,無危險品,,布袋港,布袋港,20220330,2055,20220331,1009
VRAB9,ROSCO CYPRESS,羅思科,9288538,477360200,"CYPRESS SHIPPING CO., LIMITED",香港,散裝船,香港,無危險品,,Gladstone,Gladstone,20220301,0756,20220303,1521
HPCS,SEIYO HARMONY,靜洋和諧,9266152,352072000,SEIYO HARMONY COMPANY LIMITED,巴拿馬城,雜貨船,巴拿馬,無危險品,,泰國其他港口,,20220323,0919,20220324,0145
VRHM8,GOLDEN ENDEAVOUR,金進,9481453,477962200,GOLDEN ENDEAVOUR INC.,香港,散裝船,香港,無危險品,,紐塞(新堡),紐塞(新堡),20220329,1202,20220330,0910
D5XR3,GW MATHILDE,吉屋,9874650,636092961,VINO MARINE S.A.,蒙羅維亞,散裝船,賴比瑞亞,無危險品,,Gladstone,Gladstone,20220326,1651,20220328,2238
V7BJ7,OCEAN CONQUEROR,康利,9750490,,CONQUEROR NAVIGATION CORP.,馬朱羅,散裝船,馬紹爾群島,無危險品,,須崎,日本其他港口,20220304,0840,20220306,0850
VRFK8,OCEAN LUCKY,福通,9514896,477622500,"TIANJIN TIANQIN INT'L LOGISTICS CO., LTD.",香港,散裝船,香港,無危險品,,溫哥華,澳大利亞其他港口,20220316,0900,20220317,1306
3FYU6,CHINA STEEL PRESTIGE,中鋼榮耀輪,9849241,,CSE TRANSPORT CORPORATIOIN,巴拿馬城,散裝船,巴拿馬,無危險品,,Port Walcott,,20220314,0634,20220316,0827
BHAC,CHINA STEEL ENDEAVOR,中鋼奮進,9702558,416025000,中鋼運通股份有限公司,高雄港,散裝船,中華民國,無危險品,,黑德蘭港,,20220307,0628,20220308,1712
BHCQ,CSC VICTOR,中鋼勝利,9860063,416051000,中鋼運通股份有限公司,高雄港,散裝船,中華民國,無危險品,,黑德蘭港,澳大利亞其他港口,20220310,1325,20220322,0821
A8UO7,W-MAYFAIR,梅費爾,9496678,636018624,FETCH CORP.,蒙羅維亞,散裝船,賴比瑞亞,無危險品,,溫哥華,澳大利亞其他港口,20220318,1013,20220320,0804
BWHM,HONG BAO SHI 2,紅寶石 2,9580443,414007000,福建省海運集團有限責任公司,福建福州,散裝船,中國大陸,無危險品,兩岸直航航線,福建秀嶼,福建秀嶼,20220301,2117,20220304,0616
BHBW,CSE GLORY EXPRESS,通耀,9665152,416044000,中鋼運通股份有限公司,高雄港,散裝船,中華民國,無危險品,兩岸直航航線,福建秀嶼,,20220322,0844,20220323,2110
BHBW,CSE GLORY EXPRESS,通耀,9665152,416044000,中鋼運通股份有限公司,高雄港,散裝船,中華民國,無危險品,兩岸直航航線,福建秀嶼,,20220228,1110,20220301,2051
BHBW,CSE GLORY EXPRESS,通耀,9665152,416044000,中鋼運通股份有限公司,高雄港,散裝船,中華民國,無危險品,兩岸直航航線,福建秀嶼,,20220308,1814,20220310,0314
3EJZ5,SPRING PRIDE,春傲,9304150,372655000,PRIMAVERA MONTANA S.A.,巴拿馬城,散裝船,巴拿馬,無危險品,,澳大利亞其他港口,澳大利亞其他港口,20220324,0841,20220326,1407
3EIH2,FAIRWIND,順風,9395173,,ACROSS EQUATOR FRIENDSHIP CORP.,巴拿馬城,雜貨船,巴拿馬,無危險品,,"Nagahama, Shiga",Ichikawa,20220308,0845,20220308,2220
H8TU,SOUTHERN ANGEL,南方天使,9319258,,T.H.SHIPPING PANAMA S.A.,巴拿馬城,雜貨船,巴拿馬,無危險品,,神戶,Ichikawa,20220309,0805,20220310,2214
3E2013,KIZUNA 21,絆21,9902603,352898719,"VUNUS MARINE CO.,LTD.S.A.",巴拿馬城,雜貨船,巴拿馬,無危險品,,大阪,,20220318,0707,20220318,1740
3EIH2,FAIRWIND,順風,9395173,,ACROSS EQUATOR FRIENDSHIP CORP.,巴拿馬城,雜貨船,巴拿馬,無危險品,,"Nagahama, Shiga",大阪,20220331,0712,20220331,2049
VRLR5,DERYOUNG SUNBRIGHT,德洋向耀,9678317,477188100,"DERYOUNG MARITIME(H.K.)CO.,LTD.",香港,散裝船,香港,無危險品,兩岸直航航線,曼谷,,20220319,0504,20220319,1949
VRZR2,DERYOUNG SPRING,德洋湧泉,9301354,477160200,DERYOUNG MARITIME (H.K) COMPANY LIMITED,香港,雜貨船,香港,無危險品,兩岸直航航線,香港,,20220327,2012,20220329,1755
3FCH6,DS PROSPERITY 7,迪斯,9566239,,"HAIRUNDA SHIPPING CO., LIMITED",巴拿馬城,雜貨船,巴拿馬,無危險品,兩岸直航航線,臺中港,,20220301,1048,20220302,1608
3ELM7,YUSHO CHERRY,優昭櫻桃,9412971,,OCEAN CHERRY S.A.,Ancon,雜貨船,巴拿馬,無危險品,,基隆港,大阪,20220304,0946,20220304,1850
9V6129,GLORY JUSTICE,義榮輪,9847035,,GLORY PACIFIC SHIPPING (S) PTE LTD,新加坡,雜貨船,新加坡,無危險品,,馬來西亞其他港口,馬來西亞其他港口,20220314,0855,20220314,1705
9V7284,GLORY EXPLORER,展榮輪,9670171,,GLORY-PACIFIC SHIPPING(S)PTE LTD.,新加坡,雜貨船,新加坡,無危險品,,越南其他港口,馬來西亞其他港口,20220324,0911,20220326,2246
9V6282,GLORY VALOR,勇榮輪,9847059,,GLORY-PACIFIC SHIPPING (S) PTE LTD.,新加坡,雜貨船,新加坡,無危險品,,日本其他港口,麻六甲,20220325,1821,20220327,2028
VRLH4,UNISON SPARK,聖昭輪,9636357,477203900,SUBLIME SHIPPING (HK) COMPANY LIMITED,香港,散裝船,香港,無危險品,,高雄港,,20220329,1847,20220331,0025
9V2000,GLORY FORWARDER,福榮輪,9675030,,GLORY-PACIFIC SHIPPING(S)PTE LTD.,新加坡,雜貨船,新加坡,無危險品,,馬來西亞其他港口,,20220313,0931,20220313,1932
BDFH,HWA LIEN EXPRESS,通華,9248411,416343000,中鋼運通股份有限公司,高雄港,散裝船,中華民國,無危險品,,花蓮港,花蓮港,20220307,1325,20220310,1742
BIAI,NATCHAN RERA,麗娜輪,9294238,416476000,東聯航運股份有限公司,基隆港,駛上駛下高速客貨船,中華民國,無危險品,,安平港,基隆港,20220216,0921,20220322,2317
BR4123,R/V NEW OCEAN RESEARCHER 1,新海研1號,9827504,416005690,國立臺灣大學,基隆港,海洋研究船,中華民國,無危險品,,高雄港,高雄港,20220213,1440,20220305,1204
BP3629,CHAU-HSEN NO.26,昭伸26號,,416006738,昭伸企業股份有限公司,臺北港,拖船,中華民國,無危險品,,臺北港,,20220304,1205,20220315,0714
#015184,TUNG YI NO. 2,東益2號,,,弘源海事工程股份有限公司,高雄港,挖泥船,中華民國,無危險品,,臺北港,,20220304,1205,20220315,0714
BR3423,MATSU STAR,馬祖之星,,416004045,佶星航運股份有限公司,基隆港,客船,中華民國,無危險品,,馬祖港,馬祖港,20220314,1243,20220330,0641
BQ3055,EC648,永康648,9690286,416005034,永康船舶股份有限公司,臺中港,拖船,中華民國,無危險品,,林口,,20220301,1211,20220311,1123
C6AV6,EXPLORER DREAM,探索夢,9141077,,EXPLORER DREAM LIMITED,拿騷,客船,巴哈馬,無危險品,,基隆港,基隆港,20220227,1018,20220317,1725
DSPZ4,SEGERO,西岐,9165188,441500000,"KT SUBMARINE CO.,Ltd",濟州,電纜敷設船,韓國,雜項危險物質,,釜山,基隆港,20220324,0837,20220325,1345
3EJN2,SCORPIO GLORY,蠍子王,9369100,372568000,"SCORPIO GLORY CO.,LIMITED",巴拿馬城,散裝船,巴拿馬,無危險品,,神戶,,20220330,0733,20220330,1119
3ELM7,YUSHO CHERRY,優昭櫻桃,9412971,,OCEAN CHERRY S.A.,Ancon,雜貨船,巴拿馬,無危險品,,Ohgishima,,20220301,0815,20220303,1924
3E2402,KIMBERLY,金柏利,9936056,352978167,"FUJIAN BOYUN SHIPPING CO., LTD",巴拿馬城,雜貨船,巴拿馬,無危險品,,馬來西亞其他港口,鹿岛,20220309,0716,20220309,1105
