IMO轉,船東,出發港,目的港,實際進港日,實際出港日,編號轉,編號
108,0,奧克蘭,福建廈門(新),2020/9/29,2020/9/30,46,4684042826
125,0,奧克蘭,福建廈門,2022/3/9,2022/3/10,46,4684042826
88,1,奧克蘭,高雄港,2020/9/24,2020/9/25,46,4684042826
105,0,奧克蘭,洛杉磯,2020/9/8,2020/9/9,46,4684042826
78,2,新加坡其他港口,日本其他港口,2020/9/10,2020/9/10,47,4696342331
49,2,新加坡其他港口,日本其他港口,2020/9/17,2020/9/18,47,4696342331
79,2,新加坡其他港口,日本其他港口,2022/3/27,2022/3/28,47,4696342331
41,2,新加坡,韓國其他港口,2020/9/8,2020/9/8,47,4696342331
43,2,新加坡,韓國其他港口,2020/9/15,2020/9/16,47,4696342331
40,2,新加坡,韓國其他港口,2020/9/26,2020/9/26,47,4696342331
13,0,新加坡,廣東蛇口,2020/9/4,2020/9/4,47,4696342331
42,2,新加坡,廣東蛇口,2022/3/3,2022/3/3,47,4696342331
48,2,新加坡,釜山,2020/9/2,2020/9/3,47,4696342331
34,2,新加坡,釜山,2022/3/25,2022/3/25,47,4696342331
129,2,新加坡,釜山,2022/3/26,2022/3/27,47,4696342331
68,1,新加坡,海防,2020/9/25,2020/9/26,47,4696342331
69,1,新加坡,香港,2022/3/12,2022/3/14,47,4696342331
79,2,新加坡,日本其他港口,2020/9/4,2020/9/4,47,4696342331
79,2,新加坡,日本其他港口,2020/9/17,2020/9/17,47,4696342331
70,2,新加坡,日本其他港口,2020/9/24,2020/9/25,47,4696342331
134,2,新加坡,日本其他港口,2022/3/1,2022/3/2,47,4696342331
79,2,新加坡,日本其他港口,2022/3/7,2022/3/7,47,4696342331
79,2,新加坡,日本其他港口,2022/3/8,2022/3/8,47,4696342331
39,2,新加坡,無,2022/3/11,2022/3/12,47,4696342331
134,2,新加坡,無,2022/3/26,2022/3/26,47,4696342331
102,2,福建福州,福建廈門,2022/2/28,2022/3/1,48,4783043992
102,2,福建福州,福建廈門,2022/3/8,2022/3/8,48,4783043992
102,2,福建福州,福建廈門,2022/3/11,2022/3/12,48,4783043992
102,2,福建福州,福建廈門,2022/3/17,2022/3/17,48,4783043992
102,2,福建福州,福建廈門,2022/3/21,2022/3/22,48,4783043992
102,2,福建福州,福建廈門,2022/3/27,2022/3/28,48,4783043992
111,0,福建廈門(新),紐約,2020/9/19,2020/9/20,48,4783043992
97,0,福建廈門,香港,2022/3/14,2022/3/16,48,4783043992
124,0,福建廈門,香港,2022/3/24,2022/3/26,48,4783043992
53,0,臺中港,蘇比克灣,2022/3/14,2022/3/15,49,4795142148
53,0,臺中港,蘇比克灣,2022/3/23,2022/3/25,49,4795142148
9,0,臺中港,臺北港,2020/9/3,2020/9/4,49,4795142148
9,0,臺中港,臺北港,2020/9/10,2020/9/11,49,4795142148
9,0,臺中港,臺北港,2020/9/17,2020/9/18,49,4795142148
9,0,臺中港,臺北港,2020/9/24,2020/9/25,49,4795142148
74,1,臺中港,臺中港,2020/9/7,2020/9/8,49,4795142148
74,1,臺中港,臺中港,2020/9/21,2020/9/22,49,4795142148
24,0,臺中港,臺中港,2022/3/3,2022/3/6,49,4795142148
24,0,臺中港,臺中港,2022/3/10,2022/3/13,49,4795142148
24,0,臺中港,臺中港,2022/3/17,2022/3/19,49,4795142148
24,0,臺中港,臺中港,2022/3/24,2022/3/27,49,4795142148
9,0,臺中港,臺中港,2022/3/27,2022/3/28,49,4795142148
121,0,臺中港,新加坡,2020/9/15,2020/9/16,49,4795142148
116,0,臺中港,新加坡,2020/9/21,2020/9/22,49,4795142148
8,0,臺中港,新加坡,2022/3/28,2022/3/29,49,4795142148
69,1,臺中港,香港,2020/9/5,2020/9/6,49,4795142148
68,1,臺中港,香港,2020/9/26,2020/9/27,49,4795142148
69,1,臺中港,香港,2022/3/14,2022/3/16,49,4795142148
114,0,臺中港,泗水,2020/9/6,2020/9/7,49,4795142148
117,0,臺中港,泗水,2020/9/14,2020/9/15,49,4795142148
115,0,臺中港,泗水,2020/9/20,2020/9/21,49,4795142148
120,0,臺中港,泗水,2022/3/4,2022/3/5,49,4795142148
121,0,臺中港,泗水,2022/3/14,2022/3/17,49,4795142148
117,0,臺中港,泗水,2022/3/28,2022/3/30,49,4795142148
121,0,臺中港,東京,2020/9/4,2020/9/4,49,4795142148
116,0,臺中港,東京,2020/9/12,2020/9/12,49,4795142148
77,1,臺中港,東京,2020/9/13,2020/9/13,49,4795142148
53,0,臺中港,大阪,2020/9/16,2020/9/16,49,4795142148
53,0,臺中港,大阪,2020/9/28,2020/9/28,49,4795142148
73,1,臺中港,無,2022/2/28,2022/3/1,49,4795142148
72,1,臺中港,無,2022/3/13,2022/3/13,49,4795142148
73,1,臺中港,無,2022/3/15,2022/3/16,49,4795142148
77,1,臺中港,無,2022/3/28,2022/3/29,49,4795142148
72,1,臺中港,無,2022/3/30,2022/3/30,49,4795142148
9,0,臺北港,臺北港,2020/9/22,2020/9/22,50,4795142335
9,0,臺北港,臺北港,2020/9/29,2020/9/29,50,4795142335
9,0,臺北港,臺北港,2022/3/1,2022/3/2,50,4795142335
9,0,臺北港,臺北港,2022/3/4,2022/3/5,50,4795142335
9,0,臺北港,臺北港,2022/3/7,2022/3/8,50,4795142335
9,0,臺北港,臺北港,2022/3/10,2022/3/11,50,4795142335
9,0,臺北港,臺北港,2022/3/14,2022/3/15,50,4795142335
9,0,臺北港,臺北港,2022/3/18,2022/3/19,50,4795142335
9,0,臺北港,臺北港,2022/3/22,2022/3/23,50,4795142335
9,0,臺北港,臺北港,2022/3/26,2022/3/27,50,4795142335
9,0,臺北港,臺北港,2022/3/29,2022/3/29,50,4795142335
9,0,臺北港,臺中港,2020/9/6,2020/9/6,50,4795142335
9,0,臺北港,臺中港,2020/9/13,2020/9/14,50,4795142335
9,0,臺北港,臺中港,2020/9/20,2020/9/21,50,4795142335
9,0,臺北港,臺中港,2020/9/27,2020/9/28,50,4795142335
9,0,臺北港,高雄港,2020/9/1,2020/9/2,50,4795142335
9,0,臺北港,高雄港,2020/9/8,2020/9/9,50,4795142335
9,0,臺北港,高雄港,2020/9/16,2020/9/17,50,4795142335
9,0,臺北港,高雄港,2020/9/21,2020/9/22,50,4795142335
9,0,臺北港,高雄港,2020/9/28,2020/9/29,50,4795142335
24,0,臺北港,高雄港,2022/3/8,2022/3/9,50,4795142335
24,0,臺北港,高雄港,2022/3/15,2022/3/17,50,4795142335
9,0,臺北港,高雄港,2022/3/21,2022/3/21,50,4795142335
24,0,臺北港,高雄港,2022/3/23,2022/3/24,50,4795142335
24,0,臺北港,高雄港,2022/3/29,2022/3/30,50,4795142335
52,0,臺北港,香港,2020/9/17,2020/9/17,50,4795142335
26,0,臺北港,江蘇連雲港,2020/8/30,2020/9/1,50,4795142335
25,0,臺北港,江蘇連雲港,2020/9/8,2020/9/9,50,4795142335
24,0,臺北港,江蘇連雲港,2020/9/14,2020/9/16,50,4795142335
25,0,臺北港,江蘇連雲港,2020/9/28,2020/9/29,50,4795142335
89,1,廣東鹽田,基隆港,2022/3/17,2022/3/18,51,4824343590
109,0,廣東鹽田,上海,2022/3/12,2022/3/13,51,4824343590
98,0,廣東鹽田,上海,2022/3/18,2022/3/19,51,4824343590
55,2,廣東蛇口,新加坡,2020/9/23,2020/9/24,51,4824343590
43,2,廣東蛇口,雅加達,2022/3/22,2022/3/23,51,4824343590
21,0,廣東蛇口,馬尼拉南港,2022/3/7,2022/3/7,51,4824343590
52,0,廣東蛇口,馬尼拉,2022/3/16,2022/3/17,51,4824343590
52,0,廣東蛇口,馬尼拉,2022/3/25,2022/3/26,51,4824343590
79,2,廣東蛇口,東京,2020/9/5,2020/9/5,51,4824343590
78,2,廣東蛇口,東京,2020/9/11,2020/9/11,51,4824343590
49,2,廣東蛇口,東京,2020/9/18,2020/9/18,51,4824343590
70,2,廣東蛇口,東京,2020/9/25,2020/9/25,51,4824343590
82,2,廣東蛇口,東京,2022/3/30,2022/3/30,51,4824343590
81,2,廣東蛇口,利加班,2022/3/13,2022/3/14,51,4824343590
128,2,廣東蛇口,無,2022/3/8,2022/3/8,51,4824343590
39,2,廣東蛇口,無,2022/3/13,2022/3/13,51,4824343590
134,2,廣東蛇口,無,2022/3/27,2022/3/27,51,4824343590
79,2,廣東蛇口,無,2022/3/28,2022/3/29,51,4824343590
94,2,廣島,香港,2022/3/2,2022/3/3,52,4824344657
95,2,廣島,香港,2022/3/8,2022/3/8,52,4824344657
94,2,廣島,香港,2022/3/15,2022/3/15,52,4824344657
95,2,廣島,香港,2022/3/22,2022/3/22,52,4824344657
94,2,廣島,香港,2022/3/29,2022/3/29,52,4824344657
81,2,德山,香港,2020/9/27,2020/9/27,53,4824742099
5,2,德山,香港,2022/3/28,2022/3/28,53,4824742099
121,0,蔚山,臺中港,2022/3/13,2022/3/13,54,4855542099
117,0,蔚山,臺中港,2022/3/26,2022/3/27,54,4855542099
40,2,蔚山,香港,2020/9/6,2020/9/7,54,4855542099
42,2,蔚山,香港,2020/9/13,2020/9/13,54,4855542099
41,2,蔚山,香港,2020/9/18,2020/9/19,54,4855542099
43,2,蔚山,香港,2020/9/24,2020/9/25,54,4855542099
131,2,蔚山,香港,2022/3/11,2022/3/11,54,4855542099
35,2,蔚山,香港,2022/3/15,2022/3/16,54,4855542099
120,0,蔚山,無,2022/3/2,2022/3/2,54,4855542099
33,2,橫濱,香港,2020/9/15,2020/9/15,55,4887849368
38,2,橫濱,香港,2020/9/23,2020/9/23,55,4887849368
26,0,遼寧大連,江蘇連雲港,2022/3/4,2022/3/6,56,4913747591
140,0,遼寧大連,江蘇連雲港,2022/3/17,2022/3/20,56,4913747591
25,0,遼寧大連,江蘇連雲港,2022/3/22,2022/3/24,56,4913747591
26,0,遼寧大連,江蘇連雲港,2022/3/29,2022/3/30,56,4913747591
43,2,韓國其他港口,新加坡,2020/9/25,2020/9/25,57,4965845290
131,2,韓國其他港口,新加坡,2022/2/28,2022/3/1,57,4965845290
35,2,韓國其他港口,新加坡,2022/3/6,2022/3/7,57,4965845290
42,2,韓國其他港口,越南其他港口,2020/9/13,2020/9/14,57,4965845290
42,2,韓國其他港口,越南其他港口,2020/9/14,2020/9/15,57,4965845290
41,2,韓國其他港口,越南其他港口,2020/9/19,2020/9/20,57,4965845290
43,2,韓國其他港口,越南其他港口,2020/9/28,2020/9/28,57,4965845290
33,2,韓國其他港口,越南其他港口,2022/3/6,2022/3/6,57,4965845290
121,0,檳榔嶼/檳榔嶼/檳州,東京,2020/9/3,2020/9/4,58,4976246973
116,0,檳榔嶼/檳榔嶼/檳州,東京,2020/9/11,2020/9/12,58,4976246973
0,2,蘇比克灣,馬尼拉,2020/9/6,2020/9/7,59,5034842225
0,2,蘇比克灣,馬尼拉,2020/9/15,2020/9/17,59,5034842225
0,2,蘇比克灣,馬尼拉,2020/9/23,2020/9/24,59,5034842225
110,0,Geoje,山東青島,2022/3/21,2022/3/23,60,71101
